material_id,material_description,common_id1,primary_material_weight_g,comment,invoice_paid_date,year
MAT-29190,Background Material,CID-0525,2896.14,confirmed 2025 review,2025-03-07,2025
MAT-29191,Background Material,CID-0526,1150.86,,2025-09-21,2026
MAT-29192,Background Material,CID-0527,1688.48,confirmed 2025 review,2026-11-24,2025
MAT-29193,Background Material,CID-0528,2304.68,legacy mapping,2024-03-24,2026
MAT-29194,Background Material,CID-0529,2442.09,,2026-01-27,2024
MAT-29195,Background Material,CID-0530,4726.0,,2024-07-05,2026
MAT-29196,Background Material,CID-0531,1157.94,,2024-04-17,2025
MAT-29197,Background Material,CID-0532,1866.63,confirmed 2025 review,2026-08-01,2024
MAT-29198,Background Material,CID-0500,2661.53,confirmed 2025 review,2024-01-17,2026
MAT-29199,Background Material,CID-0501,1374.43,legacy mapping,2024-09-27,2026
MAT-29200,Background Material,CID-0502,3370.49,,2024-02-17,2024
MAT-29201,Background Material,CID-0503,1205.6,legacy mapping,2025-05-26,2025
MAT-29202,Background Material,CID-0504,396.02,confirmed 2025 review,2025-10-08,2026
MAT-29203,Background Material,CID-0505,1130.06,,2026-11-25,2024
MAT-29204,Background Material,CID-0506,468.41,confirmed 2025 review,2025-09-16,2024
MAT-29205,Background Material,CID-0507,3184.1,,2024-08-28,2025
MAT-29206,Background Material,CID-0508,3224.89,legacy mapping,2026-02-17,2024
MAT-29207,Background Material,CID-0509,1149.6,confirmed 2025 review,2025-01-03,2026
MAT-29208,Background Material,CID-0510,4628.0,,2024-06-01,2024
MAT-29209,Background Material,CID-0511,2935.59,confirmed 2025 review,2024-05-06,2026
MAT-29210,Background Material,CID-0512,1203.12,confirmed 2025 review,2026-09-11,2025
MAT-29211,Background Material,CID-0513,3778.29,,2026-12-03,2026
MAT-29212,Background Material,CID-0514,3727.54,legacy mapping,2024-02-14,2024
MAT-29213,Background Material,CID-0515,4193.53,legacy mapping,2026-10-20,2025
MAT-29214,Background Material,CID-0516,4844.63,legacy mapping,2024-11-09,2025
MAT-29215,Background Material,CID-0517,2453.53,legacy mapping,2026-07-14,2024
MAT-29216,Background Material,CID-0518,3398.79,confirmed 2025 review,2024-10-10,2024
MAT-29217,Background Material,CID-0519,3565.83,,2025-03-13,2026
MAT-29218,Background Material,CID-0520,3919.67,,2026-07-11,2025
MAT-29219,Background Material,CID-0521,533.65,,2025-08-12,2025
MAT-29220,Background Material,CID-0522,512.05,,2024-07-15,2026
MAT-29221,Background Material,CID-0523,2774.15,confirmed 2025 review,2024-01-03,2025
MAT-29222,Background Material,CID-0524,2771.54,legacy mapping,2025-01-10,2025
MAT-29223,Background Material,CID-0525,1939.61,,2026-09-08,2026
MAT-29224,Background Material,CID-0526,2606.0,confirmed 2025 review,2024-03-09,2025
MAT-29225,Background Material,CID-0527,1342.77,,2024-03-14,2025
MAT-29226,Background Material,CID-0528,2106.09,confirmed 2025 review,2024-06-09,2024
MAT-29227,Background Material,CID-0529,3604.78,confirmed 2025 review,2026-10-07,2025
MAT-29228,Background Material,CID-0530,535.75,legacy mapping,2024-07-11,2026
MAT-29229,Background Material,CID-0531,1900.07,legacy mapping,2025-06-14,2026
MAT-29230,Background Material,CID-0532,4871.15,,2025-06-20,2026
MAT-29231,Background Material,CID-0500,1005.06,legacy mapping,2024-07-11,2025
MAT-29232,Background Material,CID-0501,3674.64,confirmed 2025 review,2026-04-11,2025
MAT-29233,Background Material,CID-0502,1402.22,confirmed 2025 review,2025-02-19,2024
MAT-29234,Background Material,CID-0503,2961.54,,2026-09-01,2026
MAT-29235,Background Material,CID-0504,2308.65,,2025-05-27,2026
MAT-29236,Background Material,CID-0505,346.72,confirmed 2025 review,2026-08-05,2026
MAT-29237,Background Material,CID-0506,1514.86,legacy mapping,2026-03-23,2025
MAT-29238,Background Material,CID-0507,3945.59,,2025-10-16,2026
MAT-29239,Background Material,CID-0508,2004.62,confirmed 2025 review,2026-01-26,2025
MAT-29240,Background Material,CID-0509,3508.47,,2024-04-22,2026
MAT-29241,Background Material,CID-0510,1775.69,,2026-11-22,2026
MAT-29242,Background Material,CID-0511,1998.69,legacy mapping,2025-02-01,2024
MAT-29243,Background Material,CID-0512,1294.43,,2025-06-13,2025
MAT-29244,Background Material,CID-0513,3861.94,,2025-01-16,2024
MAT-29245,Background Material,CID-0514,1477.87,,2024-12-05,2025
MAT-29246,Background Material,CID-0515,1560.14,confirmed 2025 review,2024-09-16,2025
MAT-29247,Background Material,CID-0516,2381.34,confirmed 2025 review,2026-12-15,2025
MAT-29248,Background Material,CID-0517,336.8,,2026-02-01,2025
MAT-29249,Background Material,CID-0518,3240.2,,2026-04-17,2024
MAT-29250,Background Material,CID-0519,2760.0,legacy mapping,2026-07-15,2024
MAT-29251,Background Material,CID-0520,3988.98,,2024-11-22,2025
MAT-29252,Background Material,CID-0521,1978.52,,2025-10-14,2025
MAT-29253,Background Material,CID-0522,23.25,,2024-05-25,2026
MAT-29254,Background Material,CID-0523,4043.84,,2026-02-26,2026
MAT-29255,Background Material,CID-0524,935.61,legacy mapping,2024-08-04,2025
MAT-29256,Background Material,CID-0525,3353.84,confirmed 2025 review,2026-11-11,2026
MAT-29257,Background Material,CID-0526,1943.81,confirmed 2025 review,2026-02-12,2025
MAT-29258,Background Material,CID-0527,4227.74,,2026-12-26,2025
MAT-29259,Background Material,CID-0528,4593.49,,2026-03-11,2024
MAT-29260,Background Material,CID-0529,1193.63,,2024-06-23,2024
MAT-29261,Background Material,CID-0530,2554.61,confirmed 2025 review,2026-03-19,2025
MAT-29262,Background Material,CID-0531,2115.77,confirmed 2025 review,2026-09-23,2026
MAT-29263,Background Material,CID-0532,4653.54,,2026-03-16,2025
MAT-29264,Background Material,CID-0500,702.34,legacy mapping,2025-10-02,2025
MAT-29265,Background Material,CID-0501,4759.26,confirmed 2025 review,2024-04-27,2025
MAT-29266,Background Material,CID-0502,4819.18,confirmed 2025 review,2025-11-16,2025
MAT-29267,Background Material,CID-0503,3551.0,confirmed 2025 review,2025-03-03,2026
MAT-29268,Background Material,CID-0504,155.27,,2025-01-09,2024
MAT-29269,Background Material,CID-0505,2688.51,,2025-10-24,2025
MAT-29270,Background Material,CID-0506,2749.08,,2026-02-09,2026
MAT-29271,Background Material,CID-0507,4116.59,legacy mapping,2026-01-25,2026
MAT-29272,Background Material,CID-0508,2207.39,,2025-02-24,2026
MAT-29273,Background Material,CID-0509,3756.98,legacy mapping,2024-08-09,2025
MAT-29274,Background Material,CID-0510,4311.14,,2025-02-25,2024
MAT-29275,Background Material,CID-0511,1050.18,legacy mapping,2026-10-21,2025
MAT-29276,Background Material,CID-0512,830.74,,2024-04-26,2024
MAT-29277,Background Material,CID-0513,2850.8,legacy mapping,2026-09-06,2025
MAT-29278,Background Material,CID-0514,4895.02,legacy mapping,2025-10-09,2026
MAT-29279,Background Material,CID-0515,4927.46,,2024-07-02,2025
MAT-29280,Background Material,CID-0516,4335.37,,2026-03-08,2024
MAT-29281,Background Material,CID-0517,3557.26,,2026-07-16,2024
MAT-29282,Background Material,CID-0518,2887.55,legacy mapping,2026-07-13,2025
MAT-29283,Background Material,CID-0519,378.51,,2025-09-24,2025
MAT-29284,Background Material,CID-0520,3473.82,legacy mapping,2025-08-11,2026
MAT-29285,Background Material,CID-0521,13.36,,2026-08-21,2026
MAT-29286,Background Material,CID-0522,3486.75,,2026-07-07,2025
MAT-29287,Background Material,CID-0523,4124.41,confirmed 2025 review,2025-06-27,2025
MAT-29288,Background Material,CID-0524,1689.44,,2026-08-26,2025
MAT-29289,Background Material,CID-0525,4470.88,,2024-02-21,2025
MAT-29290,Background Material,CID-0526,82.39,,2025-08-01,2025
MAT-29291,Background Material,CID-0527,1012.39,,2026-05-06,2025
MAT-29292,Background Material,CID-0528,467.61,legacy mapping,2025-02-12,2026
MAT-29293,Background Material,CID-0529,4519.1,,2024-07-21,2025
MAT-29294,Background Material,CID-0530,3630.22,,2025-11-03,2026
MAT-29295,Background Material,CID-0531,476.82,,2025-02-05,2026
MAT-29296,Background Material,CID-0532,1131.73,confirmed 2025 review,2024-01-23,2025
MAT-29297,Background Material,CID-0500,4085.73,confirmed 2025 review,2026-03-16,2024
MAT-29298,Background Material,CID-0501,1145.51,,2026-02-04,2025
MAT-29299,Background Material,CID-0502,1838.44,legacy mapping,2024-07-25,2024
MAT-29300,Background Material,CID-0503,3208.24,,2024-09-19,2024
MAT-29301,Background Material,CID-0504,3051.99,,2025-06-24,2024
MAT-29302,Background Material,CID-0505,3140.77,,2025-10-22,2025
MAT-29303,Background Material,CID-0506,4299.95,,2024-03-25,2024
MAT-29304,Background Material,CID-0507,2948.28,confirmed 2025 review,2025-07-11,2024
MAT-29305,Background Material,CID-0508,1239.68,,2024-09-20,2026
MAT-29306,Background Material,CID-0509,3606.18,legacy mapping,2026-01-28,2026
MAT-29307,Background Material,CID-0510,4379.26,,2026-10-17,2024
MAT-29308,Background Material,CID-0511,3739.47,legacy mapping,2026-01-26,2024
MAT-29309,Background Material,CID-0512,2474.94,,2024-08-21,2026
MAT-29310,Background Material,CID-0513,355.99,,2025-06-05,2025
MAT-29311,Background Material,CID-0514,4304.21,confirmed 2025 review,2025-09-22,2024
MAT-29312,Background Material,CID-0515,3813.87,,2024-10-03,2024
MAT-29313,Background Material,CID-0516,1311.66,,2024-07-17,2025
MAT-29314,Background Material,CID-0517,3143.22,confirmed 2025 review,2025-12-13,2024
MAT-29315,Background Material,CID-0518,3203.05,,2025-02-10,2024
MAT-29316,Background Material,CID-0519,2557.01,,2024-09-11,2025
MAT-29317,Background Material,CID-0520,2932.6,,2025-12-14,2026
MAT-29318,Background Material,CID-0521,4767.19,,2024-04-03,2025
MAT-29319,Background Material,CID-0522,580.82,,2025-11-24,2026
MAT-29320,Background Material,CID-0523,3703.55,,2024-12-05,2026
MAT-29321,Background Material,CID-0524,57.74,confirmed 2025 review,2025-09-17,2026
MAT-29322,Background Material,CID-0525,1296.98,legacy mapping,2024-12-25,2025
MAT-29323,Background Material,CID-0526,3664.95,,2024-06-26,2025
MAT-29324,Background Material,CID-0527,1360.63,,2025-12-19,2026
MAT-29325,Background Material,CID-0528,386.27,confirmed 2025 review,2026-06-02,2025
MAT-29326,Background Material,CID-0529,4296.94,,2025-03-09,2024
MAT-29327,Background Material,CID-0530,4471.45,,2024-12-17,2024
MAT-29328,Background Material,CID-0531,221.15,,2024-01-16,2025
MAT-29329,Background Material,CID-0532,1915.51,,2024-01-18,2026
MAT-29330,Background Material,CID-0500,3703.59,confirmed 2025 review,2024-06-08,2025
MAT-29331,Background Material,CID-0501,4579.36,legacy mapping,2025-02-19,2025
MAT-29332,Background Material,CID-0502,597.89,,2024-04-26,2026
MAT-29333,Background Material,CID-0503,4907.09,confirmed 2025 review,2024-08-28,2025
MAT-29334,Background Material,CID-0504,3867.86,legacy mapping,2025-02-18,2025
MAT-29335,Background Material,CID-0505,40.84,,2025-10-26,2025
MAT-29336,Background Material,CID-0506,3698.14,,2025-06-19,2025
MAT-29337,Background Material,CID-0507,4988.94,,2026-09-25,2024
MAT-29338,Background Material,CID-0508,753.68,confirmed 2025 review,2024-04-18,2025
MAT-29339,Background Material,CID-0509,3180.07,,2025-01-25,2026
MAT-29340,Background Material,CID-0510,1882.0,legacy mapping,2024-04-17,2024
MAT-29341,Background Material,CID-0511,2099.66,,2024-12-09,2024
MAT-29342,Background Material,CID-0512,220.46,,2026-07-23,2025
MAT-29343,Background Material,CID-0513,2292.83,,2026-02-17,2024
MAT-29344,Background Material,CID-0514,3186.44,confirmed 2025 review,2024-10-19,2024
MAT-29345,Background Material,CID-0515,2175.48,,2024-05-09,2025
MAT-29346,Background Material,CID-0516,4630.28,confirmed 2025 review,2026-12-11,2025
MAT-29347,Background Material,CID-0517,2264.34,,2024-04-05,2026
MAT-29348,Background Material,CID-0518,545.76,,2024-08-15,2025
MAT-29349,Background Material,CID-0519,2033.16,legacy mapping,2024-08-10,2025
MAT-29350,Background Material,CID-0520,1325.77,,2024-03-26,2026
MAT-29351,Background Material,CID-0521,1521.77,,2024-06-05,2024
MAT-29352,Background Material,CID-0522,3556.08,legacy mapping,2025-09-02,2026
MAT-29353,Background Material,CID-0523,1494.9,,2024-07-28,2025
MAT-29354,Background Material,CID-0524,2780.21,,2024-08-04,2024
MAT-29355,Background Material,CID-0525,608.14,,2024-03-07,2025
MAT-29356,Background Material,CID-0526,1861.83,,2026-10-09,2024
MAT-29357,Background Material,CID-0527,109.98,,2024-11-15,2024
MAT-29358,Background Material,CID-0528,460.8,legacy mapping,2024-01-15,2024
MAT-29359,Background Material,CID-0529,840.78,confirmed 2025 review,2026-07-16,2024
MAT-29360,Background Material,CID-0530,1914.26,confirmed 2025 review,2024-06-07,2024
MAT-29361,Background Material,CID-0531,1375.63,confirmed 2025 review,2024-01-20,2026
MAT-29362,Background Material,CID-0532,3085.27,legacy mapping,2025-07-18,2025
MAT-29363,Background Material,CID-0500,305.83,legacy mapping,2025-03-14,2024
MAT-29364,Background Material,CID-0501,3213.62,,2026-09-26,2024
MAT-29365,Background Material,CID-0502,4947.03,legacy mapping,2025-09-26,2025
MAT-29366,Background Material,CID-0503,1720.83,legacy mapping,2025-05-06,2024
MAT-29367,Background Material,CID-0504,1595.07,,2024-05-02,2025
MAT-29368,Background Material,CID-0505,2647.63,,2024-02-08,2026
MAT-29369,Background Material,CID-0506,1206.52,,2024-10-28,2025
MAT-29370,Background Material,CID-0507,1774.67,,2024-04-19,2025
MAT-29371,Background Material,CID-0508,4031.24,legacy mapping,2026-01-23,2026
MAT-29372,Background Material,CID-0509,1759.06,,2026-04-27,2025
MAT-29373,Background Material,CID-0510,2711.08,,2025-01-03,2024
MAT-29374,Background Material,CID-0511,1163.88,,2024-09-16,2024
MAT-29375,Background Material,CID-0512,1659.34,,2024-06-23,2024
MAT-29376,Background Material,CID-0513,4593.99,legacy mapping,2024-01-05,2026
MAT-29377,Background Material,CID-0514,3523.78,,2024-09-28,2025
MAT-29378,Background Material,CID-0515,4802.83,legacy mapping,2026-11-13,2026
MAT-29379,Background Material,CID-0516,506.06,legacy mapping,2025-03-06,2026
MAT-29380,Background Material,CID-0517,4743.52,confirmed 2025 review,2026-06-06,2026
MAT-29381,Background Material,CID-0518,4843.75,legacy mapping,2024-11-19,2024
MAT-29382,Background Material,CID-0519,1892.54,legacy mapping,2024-03-24,2024
MAT-29383,Background Material,CID-0520,4743.99,confirmed 2025 review,2026-01-06,2026
MAT-29384,Background Material,CID-0521,1591.77,,2026-10-04,2025
MAT-29385,Background Material,CID-0522,704.08,,2024-06-11,2024
MAT-29386,Background Material,CID-0523,3181.3,,2026-11-21,2026
MAT-29387,Background Material,CID-0524,4433.38,confirmed 2025 review,2024-05-07,2024
MAT-29388,Background Material,CID-0525,3466.19,legacy mapping,2025-02-24,2024
MAT-29389,Background Material,CID-0526,241.69,confirmed 2025 review,2026-07-06,2025
MAT-29390,Background Material,CID-0527,2465.92,confirmed 2025 review,2025-09-13,2024
MAT-29391,Background Material,CID-0528,4144.21,,2024-08-03,2024
MAT-29392,Background Material,CID-0529,1475.25,legacy mapping,2025-02-03,2025
MAT-29393,Background Material,CID-0530,851.36,confirmed 2025 review,2024-12-03,2026
MAT-29394,Background Material,CID-0531,4709.23,,2025-10-20,2025
MAT-29395,Background Material,CID-0532,3522.82,confirmed 2025 review,2026-03-20,2025
MAT-29396,Background Material,CID-0500,786.36,,2025-04-07,2025
MAT-29397,Background Material,CID-0501,3486.29,legacy mapping,2026-05-10,2024
MAT-29398,Background Material,CID-0502,480.48,confirmed 2025 review,2026-09-27,2025
MAT-29399,Background Material,CID-0503,768.8,legacy mapping,2024-07-03,2025
MAT-29400,Background Material,CID-0504,4119.66,confirmed 2025 review,2024-02-01,2024
MAT-29401,Background Material,CID-0505,854.99,legacy mapping,2024-08-28,2024
MAT-29402,Background Material,CID-0506,1542.46,confirmed 2025 review,2025-08-22,2025
MAT-29403,Background Material,CID-0507,456.59,confirmed 2025 review,2024-06-13,2025
MAT-29404,Background Material,CID-0508,933.73,,2025-08-15,2025
MAT-29405,Background Material,CID-0509,1131.99,legacy mapping,2026-01-05,2026
MAT-29406,Background Material,CID-0510,3337.67,,2026-06-26,2026
MAT-29407,Background Material,CID-0511,2070.52,,2026-01-27,2025
MAT-29408,Background Material,CID-0512,4092.21,confirmed 2025 review,2026-11-28,2025
MAT-29409,Background Material,CID-0513,2864.0,,2025-05-03,2025
MAT-29410,Background Material,CID-0514,4513.98,,2026-10-17,2026
MAT-29411,Background Material,CID-0515,3388.0,,2024-08-06,2024
MAT-29412,Background Material,CID-0516,4860.85,,2024-01-14,2024
MAT-29413,Background Material,CID-0517,4941.41,confirmed 2025 review,2024-11-05,2026
MAT-29414,Background Material,CID-0518,1290.17,,2024-07-18,2025
MAT-29415,Background Material,CID-0519,2760.72,legacy mapping,2026-08-28,2024
MAT-29416,Background Material,CID-0520,3932.97,confirmed 2025 review,2024-07-05,2024
MAT-29417,Background Material,CID-0521,2833.4,,2024-10-25,2024
MAT-29418,Background Material,CID-0522,3928.94,legacy mapping,2025-05-13,2026
MAT-29419,Background Material,CID-0523,2428.44,confirmed 2025 review,2024-03-09,2025
MAT-29420,Background Material,CID-0524,720.12,confirmed 2025 review,2024-07-11,2026
MAT-29421,Background Material,CID-0525,1188.66,confirmed 2025 review,2025-06-01,2025
MAT-29422,Background Material,CID-0526,4087.11,legacy mapping,2025-05-27,2025
MAT-29423,Background Material,CID-0527,4291.32,,2024-03-10,2026
MAT-29424,Background Material,CID-0528,2216.11,legacy mapping,2025-12-14,2026
MAT-29425,Background Material,CID-0529,3228.13,,2025-04-27,2025
MAT-29426,Background Material,CID-0530,3704.98,legacy mapping,2024-09-26,2024
MAT-29427,Background Material,CID-0531,329.02,confirmed 2025 review,2024-09-19,2024
MAT-29428,Background Material,CID-0532,869.51,,2024-04-02,2025
MAT-29429,Background Material,CID-0500,253.75,legacy mapping,2026-04-09,2025
MAT-29430,Background Material,CID-0501,4117.71,confirmed 2025 review,2026-02-22,2024
MAT-29431,Background Material,CID-0502,1210.45,confirmed 2025 review,2026-08-06,2025
MAT-29432,Background Material,CID-0503,2934.81,legacy mapping,2025-03-27,2025
MAT-29433,Background Material,CID-0504,3745.06,,2025-01-13,2024
MAT-29434,Background Material,CID-0505,815.37,,2024-11-08,2026
MAT-29435,Background Material,CID-0506,1034.45,confirmed 2025 review,2026-01-28,2026
MAT-29436,Background Material,CID-0507,45.48,,2026-03-20,2024
MAT-29437,Background Material,CID-0508,1119.63,legacy mapping,2026-12-21,2025
MAT-29438,Background Material,CID-0509,2119.61,confirmed 2025 review,2025-08-09,2024
MAT-29439,Background Material,CID-0510,2334.02,confirmed 2025 review,2026-02-01,2026
MAT-29440,Background Material,CID-0511,4997.15,legacy mapping,2026-11-20,2026
MAT-29441,Background Material,CID-0512,1414.1,,2025-02-11,2025
MAT-29442,Background Material,CID-0513,3203.33,legacy mapping,2025-11-23,2026
MAT-29443,Background Material,CID-0514,1494.66,,2026-04-02,2026
MAT-29444,Background Material,CID-0515,2021.09,legacy mapping,2026-03-24,2024
MAT-29445,Background Material,CID-0516,3277.35,legacy mapping,2025-07-13,2025
MAT-29446,Background Material,CID-0517,3683.92,,2025-12-23,2024
MAT-29447,Background Material,CID-0518,3431.9,confirmed 2025 review,2026-06-17,2025
MAT-29448,Background Material,CID-0519,4227.25,,2025-02-16,2024
MAT-29449,Background Material,CID-0520,3704.85,,2026-06-21,2024
MAT-29450,Background Material,CID-0521,1112.05,,2026-05-14,2025
MAT-29451,Background Material,CID-0522,1859.04,legacy mapping,2025-02-16,2024
MAT-29452,Background Material,CID-0523,4332.1,,2025-04-17,2024
MAT-29453,Background Material,CID-0524,4337.62,confirmed 2025 review,2026-05-14,2024
MAT-29454,Background Material,CID-0525,4354.37,,2024-04-11,2025
MAT-29455,Background Material,CID-0526,4935.97,confirmed 2025 review,2024-06-28,2026
MAT-29456,Background Material,CID-0527,902.6,,2025-06-21,2024
MAT-29457,Background Material,CID-0528,1567.76,,2024-08-09,2024
MAT-29458,Background Material,CID-0529,3806.21,,2026-03-16,2024
MAT-29459,Background Material,CID-0530,647.9,confirmed 2025 review,2026-07-13,2025
MAT-29460,Background Material,CID-0531,4826.67,confirmed 2025 review,2024-01-18,2024
